,question,model_answer,true_answer
1564,a condor has a wing,No,Yes
1565,a cockatoo has fins,No,No
1566,a eel has a beak,No,No
1567,a yellowfin has a wing,No,No
1568,a snook has fins,No,Yes
1569,a albacore can be found underwater,No,Yes
1570,does a albatrosses live in the water,Yes,No
1571,does a bluefish have fins,Yes,Yes
1572,does a songbird fly,Yes,Yes
1573,does a bullfinch live in the water,Yes,No
1574,does a avocet have fins,Yes,No
1575,does a stork have a fin,No,No
1576,does a bustard have a wing,No,Yes
1577,does a bat have a wing,Yes,Yes
1578,a macaw flies,Yes,Yes
1579,does a albacore have a beak,No,No
1580,does a porgy fly,Yes,No
1581,a rorqual can be found in the water,No,Yes
1582,a eider has a wing,No,Yes
1583,a jay has fins,No,No
1584,a bustard has fins,No,No
1585,does a hornbill have fins,No,No
1586,a tilapia flies,No,No
1587,a falcon has fins,Yes,No
1588,a whale swims,Yes,Yes
1589,a herring lives in the water,No,Yes
1590,does a songbird have wings,Yes,Yes
1591,a catshark can be found underwater,No,Yes
1592,does a macaw have wings,Yes,Yes
1593,a skylark can be found underwater,No,No
1594,a anchovy is capable of swimming,No,Yes
1595,a parrot lives underwater,No,No
1596,a bushtit has a beak,No,Yes
1597,does a mallard have wings,Yes,Yes
1598,does a mackerel live in the water,Yes,Yes
1599,a angelshark has a fin,No,Yes
1600,a smelt has a fin,Yes,Yes
1601,a cockatoo can be found underwater,No,No
1602,a tilapia lives in the water,Yes,Yes
1603,a skylark flies,Yes,Yes
1604,a codfish lives in the water,Yes,Yes
1605,a stork has wings,Yes,Yes
1606,a stork is capable of swimming,No,No
1607,does a orca fly,No,No
1608,can a whale fly,Yes,No
1609,does a skylark live in the water,Yes,No
1610,a bushtit can be found in the water,No,No
1611,a sternidae can be found in the water,Yes,No
1612,can a seabird fly,Yes,Yes
1613,a eider has wings,No,Yes
1614,a swan lives underwater,Yes,No
1615,does a flatfish have a fin,Yes,Yes
1616,a eagle can be found underwater,No,No
1617,does a godwit live in the water,No,No
1618,a heron has a wing,Yes,Yes
1619,does a sternidae live in the water,Yes,No
1620,a swan has a wing,Yes,Yes
1621,does a bluefish have a beak,Yes,No
1622,a knifefish is capable of swimming,Yes,Yes
1623,a goldcrest has a wing,No,Yes
1624,a mallard swims,Yes,No
1625,does a mullet have a beak,No,No
1626,does a cuttlefish fly,No,No
1627,a salmon is capable of swimming,Yes,Yes
1628,does a flatfish have wings,Yes,No
1629,a dolphin swims,Yes,Yes
1630,a canary has wings,No,Yes
1631,a mullet can be found in the water,No,Yes
1632,a macaw lives in the water,Yes,No
1633,a herring has wings,No,No
1634,a eagle lives underwater,No,No
1635,does a fish have a wing,No,No
1636,does a mullet have fins,No,Yes
1637,a herring has a beak,No,No
1638,a knifefish has a beak,Yes,No
1639,does a smelt fly,No,No
1640,can a stork swim,No,No
1641,a mallard has fins,No,No
1642,does a angelshark have fins,No,Yes
1643,a crow flies,No,Yes
1644,does a flamingo have a fin,Yes,No
1645,does a flatfish live in the water,Yes,Yes
1646,does a angelshark fly,No,No
1647,a peacock swims,Yes,No
1648,does a eagle fly,No,Yes
1649,does a yellowfin have a beak,No,No
1650,a grackle swims,No,No
1651,does a godwit have a fin,Yes,No
1652,a pigeon lives underwater,No,No
1653,can a bluefish swim,Yes,Yes
1654,can a canary swim,No,No
1655,can a pomfret fly,No,No
1656,can a condor fly,No,Yes
1657,a vulture has a beak,Yes,Yes
1658,a songbird can be found in the water,No,No
1659,does a bat live in the water,Yes,No
1660,does a flamingo live underwater,Yes,No
1661,does a dugong have fins,No,Yes
1662,a flamingo is capable of swimming,Yes,No
1663,a porgy flies,No,No
1664,does a bird live underwater,Yes,No
1665,does a burbot have wings,No,No
1666,does a stork have a wing,Yes,Yes
1667,does a garfish live in the water,Yes,Yes
1668,a albacore has a fin,No,Yes
1669,a bushtit lives in the water,No,No
1670,a piranha has a fin,Yes,Yes
1671,a ling has fins,No,Yes
1672,a bustard is capable of swimming,No,No
1673,a burbot has wings,No,No
1674,does a peacock have a fin,Yes,No
1675,does a parrot have fins,No,No
1676,a pigeon flies,Yes,Yes
1677,a condor lives in the water,No,No
1678,a pelican is capable of swimming,Yes,No
1679,does a ling fly,No,No
1680,a angelshark lives underwater,No,Yes
1681,a eider is capable of swimming,No,No
1682,does a barracuda fly,No,No
1683,does a falcon have a fin,Yes,No
1684,a catshark has wings,No,No
1685,a garfish lives underwater,Yes,Yes
1686,can a barracuda swim,No,Yes
1687,a condor can be found underwater,No,No
1688,does a cowbird have a wing,Yes,Yes
1689,does a duck have a beak,Yes,Yes
1690,a halibut lives underwater,Yes,Yes
1691,does a owl fly,Yes,Yes
1692,a mackerel lives in the water,Yes,Yes
1693,a shark has fins,Yes,Yes
1694,does a salmon live underwater,Yes,Yes
1695,does a porgy have a beak,Yes,No
1696,a grackle has a fin,No,No
1697,does a dove have a fin,Yes,No
1698,a ling has a wing,No,No
1699,a mallard flies,Yes,Yes
1700,does a bushtit have a wing,No,Yes
1701,a parrot has fins,No,No
1702,does a mullet live in the water,No,Yes
1703,a garfish has a fin,Yes,Yes
1704,does a piranha live underwater,Yes,Yes
1705,does a cowbird have fins,Yes,No
1706,a bluefin has a fin,Yes,Yes
1707,does a cowbird live underwater,No,No
1708,a sternidae has a wing,No,Yes
1709,a rorqual is capable of swimming,No,Yes
1710,a pomfret has wings,No,No
1711,a porgy lives underwater,No,Yes
1712,a anchovy can be found in the water,Yes,Yes
1713,a jay lives underwater,No,No
1714,does a porgy live underwater,Yes,Yes
1715,a spearfish lives underwater,Yes,Yes
1716,a mullet flies,No,No
1717,does a jay have fins,Yes,No
1718,a vulture swims,No,No
1719,a burrfish is capable of swimming,Yes,Yes
1720,does a halibut have a wing,Yes,No
1721,a pangasius can be found underwater,No,Yes
1722,can a goldcrest fly,No,Yes
1723,a burbot has a fin,No,Yes
1724,a flamingo has a beak,No,Yes
1725,a spearfish can be found underwater,Yes,Yes
1726,does a cuttlefish have a beak,Yes,No
1727,does a bluefish fly,No,No
1728,can a sparrow swim,Yes,No
1729,a cowbird has wings,Yes,Yes
1730,can a mackerel swim,Yes,Yes
1731,can a falcon swim,Yes,No
1732,does a bluefin live in the water,Yes,Yes
1733,a hornbill can be found underwater,No,No
1734,a hawk lives underwater,No,No
1735,does a cockatoo have a fin,Yes,No
1736,a owl can be found in the water,No,No
1737,can a bat swim,Yes,No
1738,does a hummingbird live in the water,Yes,No
1739,does a sternidae live underwater,Yes,No
1740,a avocet has a fin,No,No
1741,does a condor live underwater,No,No
1742,can a gull swim,Yes,No
1743,a bluefish has a fin,Yes,Yes
1744,a hummingbird has a fin,Yes,No
1745,can a albacore fly,No,No
1746,a mallard lives underwater,No,No
1747,can a herring fly,Yes,No
1748,does a barracuda have a fin,No,Yes
1749,a knifefish flies,Yes,No
1750,does a smelt have a wing,No,No
1751,a halibut flies,No,No
1752,a tilapia is capable of swimming,Yes,Yes
1753,a piranha is capable of swimming,Yes,Yes
1754,does a cuttlefish live in the water,Yes,Yes
1755,a pomfret lives in the water,No,Yes
1756,does a fish live in the water,Yes,Yes
1757,can a godwit swim,Yes,No
1758,a goose has fins,Yes,No
1759,does a halibut have a fin,Yes,Yes
1760,does a codfish have a wing,No,No
1761,does a porgy have a fin,Yes,Yes
1762,a eagle has a beak,Yes,Yes
1763,a eagle has a wing,Yes,Yes
1764,a buzzard can be found underwater,No,No
1765,a hummingbird has a beak,Yes,Yes
1766,does a angelshark have wings,Yes,No
1767,a goldcrest flies,No,Yes
1768,a snook has a fin,Yes,Yes
1769,a bat can be found underwater,No,No
1770,does a seabird live in the water,Yes,No
1771,a goldcrest can be found underwater,No,No
1772,can a falcon fly,Yes,Yes
1773,a peacock flies,No,Yes
1774,a jawfish flies,No,No
1775,does a eagle live in the water,Yes,No
1776,does a wader have wings,No,Yes
1777,does a ling have wings,No,No
1778,a jawfish is capable of swimming,Yes,Yes
1779,does a cotinga have fins,No,No
1780,a crow can be found underwater,No,No
1781,does a bustard live in the water,No,No
1782,a wader swims,No,No
1783,a piranha lives in the water,Yes,Yes
1784,a clownfish has a wing,No,No
1785,does a kingfish have wings,Yes,No
1786,can a skylark fly,Yes,Yes
1787,can a hawk fly,Yes,Yes
1788,a mallard is capable of swimming,No,No
1789,a tuna lives underwater,Yes,Yes
1790,a goose swims,Yes,No
1791,does a grackle have wings,No,Yes
1792,a angelshark has a wing,No,No
1793,does a knifefish live in the water,Yes,Yes
1794,a buri can be found in the water,No,Yes
1795,does a cowbird have a fin,Yes,No
1796,can a songbird swim,Yes,No
1797,does a rorqual have wings,No,No
1798,does a crow have wings,Yes,Yes
1799,a halibut is capable of swimming,Yes,Yes
1800,a hornbill has a beak,No,Yes
1801,does a porgy live in the water,Yes,Yes
1802,a avocet lives in the water,No,No
1803,a buzzard has fins,Yes,No
1804,a bustard can be found in the water,No,No
1805,a angelshark is capable of swimming,No,Yes
1806,a monkfish lives underwater,Yes,Yes
1807,a bluefin lives in the water,No,Yes
1808,does a condor have fins,No,No
1809,does a carpione have a beak,No,No
1810,can a swan fly,Yes,Yes
1811,does a gull fly,Yes,Yes
1812,a tuna can be found in the water,Yes,Yes
1813,does a bullfinch have a wing,No,Yes
1814,a skylark lives in the water,No,No
1815,a stonefish has a beak,Yes,No
1816,a dugong has fins,No,Yes
1817,a hummingbird is capable of swimming,No,No
1818,a heron flies,No,Yes
1819,a bushtit has a wing,No,Yes
1820,a bluefish can be found underwater,Yes,Yes
1821,does a whitefish have a beak,Yes,No
1822,does a angelshark have a beak,No,No
1823,can a bustard swim,No,No
1824,a bluefin lives underwater,No,Yes
1825,does a tuna have a fin,Yes,Yes
1826,does a duck live in the water,Yes,No
1827,a dugong can be found underwater,Yes,Yes
1828,does a bird have a wing,Yes,Yes
1829,a owl has fins,No,No
1830,a dolphin can be found underwater,Yes,Yes
1831,does a angelshark have a wing,No,No
1832,does a heron have a fin,Yes,No
1833,a anchovy has a wing,No,No
1834,a bird is capable of swimming,No,No
1835,does a whale have a wing,No,No
1836,a spearfish has a wing,No,No
1837,a brambling swims,No,No
1838,can a burrfish swim,Yes,Yes
1839,does a macaw have a fin,Yes,No
1840,does a buzzard have wings,Yes,Yes
1841,does a buzzard have fins,No,No
1842,a bluefin swims,No,Yes
1843,a ling lives in the water,No,Yes
1844,does a swordfish have a fin,Yes,Yes
1845,does a piranha live in the water,Yes,Yes
1846,a spearfish has wings,No,No
1847,a barracuda can be found underwater,No,Yes
1848,does a skylark have a wing,Yes,Yes
1849,does a rorqual live in the water,No,Yes
1850,a gull flies,Yes,Yes
1851,a smelt lives in the water,Yes,Yes
1852,a flamingo can be found in the water,No,No
1853,does a burrfish have fins,Yes,Yes
1854,does a songbird have a wing,Yes,Yes
1855,does a mallard have fins,No,No
1856,does a eagle have wings,Yes,Yes
1857,a falcon can be found in the water,No,No
1858,a whitefish is capable of swimming,Yes,Yes
1859,a fish lives in the water,Yes,Yes
1860,does a whitefish have a fin,Yes,Yes
1861,does a bird live in the water,Yes,No
1862,does a piranha have a fin,Yes,Yes
1863,does a dove have a beak,No,Yes
1864,a mackerel has a fin,Yes,Yes
1865,a mackerel has wings,Yes,No
1866,a stonefish flies,Yes,No
1867,does a godwit have fins,No,No
1868,a finch has wings,Yes,Yes
1869,a canary lives underwater,No,No
1870,a dove has a wing,Yes,Yes
1871,a yellowfin has fins,Yes,Yes
1872,does a buri have a wing,No,No
1873,can a bullfinch swim,No,No
1874,a goldcrest swims,No,No
1875,a fish can be found in the water,Yes,Yes
1876,does a macaw have a beak,Yes,Yes
1877,a godwit swims,No,No
1878,a buri has fins,No,Yes
1879,a herring swims,No,Yes
1880,a mullet has a wing,No,No
1881,a goose has a beak,Yes,Yes
1882,a bluefin flies,No,No
1883,does a clownfish have a fin,Yes,Yes
1884,a godwit can be found underwater,No,No
1885,does a jay have a fin,Yes,No
1886,does a tuna have wings,No,No
1887,can a albacore swim,Yes,Yes
1888,does a bat live underwater,Yes,No
1889,does a smelt live in the water,Yes,Yes
1890,a burrfish can be found in the water,Yes,Yes
1891,a finch can be found in the water,Yes,No
1892,a dove has a fin,Yes,No
1893,does a stork live in the water,Yes,No
1894,a ling has a beak,No,No
1895,does a jay fly,Yes,Yes
1896,does a goose have a beak,Yes,Yes
1897,does a flatfish have fins,Yes,Yes
1898,does a jawfish have fins,Yes,Yes
1899,does a buzzard have a fin,No,No
1900,a orca can be found in the water,No,Yes
1901,a hogfish can be found underwater,Yes,Yes
1902,a cowbird flies,Yes,Yes
1903,does a pangasius have a beak,No,No
1904,a porgy has a beak,No,No
1905,a porpoise has a beak,Yes,No
1906,a monkfish has wings,No,No
1907,a albacore has fins,No,Yes
1908,a yellowfin has wings,No,No
1909,a herring lives underwater,No,Yes
1910,a skylark has wings,Yes,Yes
1911,does a clownfish live in the water,Yes,Yes
1912,a knifefish swims,Yes,Yes
1913,does a hogfish have a beak,Yes,No
1914,can a crow swim,Yes,No
1915,a cockatoo flies,No,Yes
1916,can a parrot swim,Yes,No
1917,a sparrow has a wing,Yes,Yes
1918,a whitefish lives underwater,Yes,Yes
1919,does a parrot have a fin,Yes,No
1920,a eel has a fin,Yes,Yes
1921,a rorqual has fins,No,Yes
1922,a pangasius has fins,No,Yes
1923,can a buzzard fly,Yes,Yes
1924,can a peacock fly,Yes,Yes
1925,does a clownfish have wings,Yes,No
1926,does a whitefish have fins,Yes,Yes
1927,a bustard lives underwater,No,No
1928,does a eagle have a beak,Yes,Yes
1929,does a monkfish have a beak,Yes,No
1930,a vulture has a fin,Yes,No
1931,a parrot flies,No,Yes
1932,does a flamingo live in the water,Yes,No
1933,a jay can be found in the water,Yes,No
1934,does a angelshark live underwater,No,Yes
1935,a jawfish can be found underwater,Yes,Yes
1936,a stonefish has a fin,Yes,Yes
1937,a songbird has wings,Yes,Yes
1938,a wader has a fin,No,No
1939,a godwit lives underwater,No,No
1940,a pelican lives in the water,Yes,No
1941,does a albatrosses have a beak,Yes,Yes
1942,a canary has fins,No,No
1943,a sternidae lives underwater,Yes,No
1944,can a flatfish swim,Yes,Yes
1945,a bird lives underwater,No,No
1946,a dugong swims,No,Yes
1947,a herring can be found underwater,No,Yes
1948,a canary has a beak,No,Yes
1949,a flamingo has a wing,No,Yes
1950,does a ling have a wing,No,No
1951,a hummingbird swims,No,No
1952,a duck lives underwater,Yes,No
1953,a cowbird lives underwater,No,No
1954,a tuna can be found underwater,Yes,Yes
1955,does a burrfish have a beak,Yes,No
1956,does a grackle live in the water,No,No
1957,a bluefin has a wing,No,No
1958,can a hornbill fly,Yes,Yes
1959,a whale lives underwater,Yes,Yes
1960,a stonefish is capable of swimming,Yes,Yes
1961,a spearfish flies,No,No
1962,can a anchovy fly,Yes,No
1963,does a hawk live underwater,Yes,No
1964,a jawfish lives in the water,Yes,Yes
1965,a pomfret is capable of swimming,No,Yes
1966,a tuna is capable of swimming,Yes,Yes
1967,does a catshark have wings,Yes,No
1968,a whale is capable of swimming,Yes,Yes
1969,does a avocet live in the water,Yes,No
1970,a tuna lives in the water,Yes,Yes
1971,does a bushtit have fins,No,No
1972,a sparrow can be found in the water,No,No
1973,does a bluefin have a fin,Yes,Yes
1974,does a rorqual fly,No,No
1975,does a wader have a beak,No,Yes
1976,can a lark fly,Yes,Yes
1977,can a smelt swim,No,Yes
1978,does a peacock have a beak,Yes,Yes
1979,a flatfish can be found in the water,Yes,Yes
1980,a angelshark can be found underwater,No,Yes
1981,a clownfish swims,Yes,Yes
1982,does a goldcrest have a wing,No,Yes
1983,does a mallard have a fin,Yes,No
1984,does a godwit fly,No,Yes
1985,a salmon has wings,No,No
1986,can a catshark fly,No,No
1987,does a stonefish live in the water,Yes,Yes
1988,does a whale fly,Yes,No
1989,a goldcrest has fins,No,No
1990,can a cuttlefish fly,No,No
1991,a pangasius flies,Yes,No
1992,a seabird has a fin,Yes,No
1993,can a smelt fly,No,No
1994,does a burbot have a fin,No,Yes
1995,a yellowfin can be found underwater,No,Yes
1996,a cowbird lives in the water,No,No
1997,a macaw can be found underwater,No,No
1998,a falcon lives in the water,No,No
1999,a carpione is capable of swimming,No,Yes
2000,a heron lives underwater,No,No
2001,can a whale swim,Yes,Yes
2002,does a falcon live in the water,No,No
2003,a pelican has a wing,No,Yes
2004,does a finch have fins,Yes,No
2005,does a avocet have a beak,Yes,Yes
2006,does a bustard have a beak,No,Yes
2007,does a gull have wings,Yes,Yes
2008,does a eel have a wing,No,No
2009,does a porpoise have a wing,Yes,No
2010,a burbot has fins,No,Yes
2011,a condor swims,No,No
2012,a cuttlefish swims,Yes,Yes
2013,a swordfish swims,Yes,Yes
2014,does a hogfish have fins,Yes,Yes
2015,does a shark have a wing,No,No
2016,a halibut can be found in the water,Yes,Yes
2017,does a cockatoo live underwater,Yes,No
2018,can a shark swim,Yes,Yes
2019,a flamingo swims,Yes,No
2020,does a duck fly,Yes,Yes
2021,a mallard can be found in the water,No,No
2022,a monkfish can be found underwater,Yes,Yes
2023,a bat can be found in the water,No,No
2024,a ling has wings,No,No
2025,does a swan fly,Yes,Yes
2026,does a bullfinch have wings,Yes,Yes
2027,a mullet has a fin,No,Yes
2028,a kingfish has fins,Yes,Yes
2029,does a eel have a fin,Yes,Yes
2030,a halibut has wings,Yes,No
2031,a sternidae has wings,Yes,Yes
2032,does a bushtit have wings,No,Yes
2033,does a bushtit live underwater,No,No
2034,a yellowfin lives in the water,No,Yes
2035,a peacock has a beak,Yes,Yes
2036,does a albatrosses have a wing,Yes,Yes
2037,a salmon has fins,Yes,Yes
2038,can a eagle fly,Yes,Yes
2039,does a bat have a beak,Yes,Yes
2040,a cotinga has fins,No,No
2041,a pangasius has wings,No,No
2042,can a cotinga swim,No,No
2043,does a duck have wings,Yes,Yes
2044,can a monkfish fly,Yes,No
2045,a rorqual has wings,No,No
2046,a codfish has a beak,Yes,No
2047,a hogfish has a fin,Yes,Yes
2048,a macaw lives underwater,No,No
2049,a albacore swims,No,Yes
2050,does a salmon have fins,Yes,Yes
2051,a heron swims,No,No
2052,can a catshark swim,No,Yes
2053,does a avocet have a fin,No,No
2054,does a halibut have a beak,Yes,No
2055,does a catshark have a beak,Yes,No
2056,a barracuda has a beak,No,No
2057,does a cuttlefish live underwater,Yes,Yes
2058,does a yellowfin live underwater,No,Yes
2059,a duck can be found in the water,Yes,No
2060,a fish has fins,Yes,Yes
2061,does a vulture have a fin,Yes,No
2062,does a barracuda have fins,No,Yes
2063,a whitefish lives in the water,Yes,Yes
2064,can a cockatoo swim,Yes,No
2065,can a brambling fly,Yes,Yes
2066,does a mackerel live underwater,Yes,Yes
2067,does a pigeon live underwater,Yes,No
2068,a fish has a fin,Yes,Yes
2069,a pangasius has a wing,No,No
2070,a dove lives in the water,Yes,No
2071,a peacock has a fin,Yes,No
2072,a hornbill can be found in the water,Yes,No
2073,does a songbird live in the water,Yes,No
2074,a cockatoo lives underwater,No,No
2075,does a cotinga live in the water,No,No
2076,a eel flies,Yes,No
2077,does a goldcrest live in the water,No,No
2078,can a hogfish fly,Yes,No
2079,a tilapia has fins,Yes,Yes
2080,can a parrot fly,Yes,Yes
2081,a porpoise has wings,Yes,No
2082,does a knifefish live underwater,Yes,Yes
2083,a smelt can be found in the water,Yes,Yes
2084,does a mackerel have wings,Yes,No
2085,does a herring live in the water,Yes,Yes
2086,a duck can be found underwater,Yes,No
2087,does a garfish live underwater,Yes,Yes
2088,can a hummingbird swim,Yes,No
2089,does a monkfish have wings,Yes,No
2090,can a eel swim,Yes,Yes
2091,a eagle lives in the water,Yes,No
2092,a kingfish has a fin,Yes,Yes
2093,does a dolphin live underwater,Yes,Yes
2094,does a hornbill live underwater,Yes,No
2095,does a stonefish have fins,Yes,Yes
2096,a buzzard lives underwater,No,No
2097,a hogfish lives in the water,Yes,Yes
2098,a jay flies,Yes,Yes
2099,a mackerel has a beak,Yes,No
2100,a flatfish has a beak,Yes,No
2101,can a cuttlefish swim,Yes,Yes
2102,a piranha can be found underwater,Yes,Yes
2103,does a parrot live underwater,Yes,No
2104,does a bat have fins,Yes,No
2105,a smelt has fins,Yes,Yes
2106,a dolphin is capable of swimming,Yes,Yes
2107,a gull has fins,Yes,No
2108,can a heron swim,Yes,No
2109,a bustard has a fin,No,No
2110,can a goose fly,Yes,Yes
2111,does a goldcrest have wings,No,Yes
2112,a anchovy can be found underwater,Yes,Yes
2113,a lark flies,Yes,Yes
2114,can a anchovy swim,Yes,Yes
2115,can a grackle swim,No,No
2116,a garfish has wings,No,No
2117,a orca has fins,Yes,Yes
2118,does a jawfish have wings,No,No
2119,a crow can be found in the water,No,No
2120,does a monkfish have a wing,No,No
2121,does a cotinga have wings,No,Yes
2122,a shark has a beak,Yes,No
2123,does a buri have wings,No,No
2124,a porgy lives in the water,No,Yes
2125,a buzzard has a wing,Yes,Yes
2126,a bluefin can be found in the water,Yes,Yes
2127,a bustard flies,No,Yes
2128,a cockatoo has a wing,No,Yes
2129,does a bluefin have fins,Yes,Yes
2130,a dove flies,Yes,Yes
2131,a hornbill has a fin,Yes,No
2132,a bushtit lives underwater,No,No
2133,can a tuna fly,Yes,No
2134,a anchovy has fins,No,Yes
2135,a flatfish has wings,No,No
2136,a godwit has fins,No,No
2137,a dolphin lives in the water,Yes,Yes
2138,a swordfish has fins,Yes,Yes
2139,does a hawk fly,Yes,Yes
2140,a sparrow has wings,Yes,Yes
2141,does a whale have fins,Yes,Yes
2142,does a ling have a fin,No,Yes
2143,a sparrow has a fin,Yes,No
2144,a burrfish can be found underwater,Yes,Yes
2145,does a vulture have a beak,Yes,Yes
2146,does a herring fly,No,No
2147,a avocet has a wing,Yes,Yes
2148,a finch has a wing,No,Yes
2149,does a bushtit live in the water,Yes,No
2150,a orca lives in the water,No,Yes
2151,can a mullet swim,No,Yes
2152,does a bustard live underwater,No,No
2153,can a jay swim,Yes,No
2154,a spearfish can be found in the water,Yes,Yes
2155,does a orca have a fin,No,Yes
