,question,label
1885,a porgy swims,Yes
1886,can a porgy swim,Yes
1887,a porgy is capable of swimming,Yes
1888,a porgy has fins,Yes
1889,does a porgy have fins,Yes
1890,a porgy has a fin,Yes
1891,does a porgy have a fin,Yes
1892,does a pomfret fly,No
1893,can a pomfret fly,No
1894,a pomfret flies,No
1895,does a pomfret have wings,No
1896,a pomfret has wings,No
1897,does a pomfret have a wing,No
1898,a pomfret has a wing,No
1899,does a pomfret have a beak,No
1900,a pomfret has a beak,No
1901,does a pomfret live underwater,Yes
1902,a pomfret lives underwater,Yes
1903,does a pomfret live in the water,Yes
1904,a pomfret lives in the water,Yes
1905,a pomfret can be found underwater,Yes
1906,a pomfret can be found in the water,Yes
1907,a pomfret swims,Yes
1908,can a pomfret swim,Yes
1909,a pomfret is capable of swimming,Yes
1910,a pomfret has fins,Yes
1911,does a pomfret have fins,Yes
1912,a pomfret has a fin,Yes
1913,does a pomfret have a fin,Yes
1914,does a ling fly,No
1915,can a ling fly,No
1916,a ling flies,No
1917,does a ling have wings,No
1918,a ling has wings,No
1919,does a ling have a wing,No
1920,a ling has a wing,No
1921,does a ling have a beak,No
1922,a ling has a beak,No
1923,does a ling live underwater,Yes
1924,a ling lives underwater,Yes
1925,does a ling live in the water,Yes
1926,a ling lives in the water,Yes
1927,a ling can be found underwater,Yes
1928,a ling can be found in the water,Yes
1929,a ling swims,Yes
1930,can a ling swim,Yes
1931,a ling is capable of swimming,Yes
1932,a ling has fins,Yes
1933,does a ling have fins,Yes
1934,a ling has a fin,Yes
1935,does a ling have a fin,Yes
1936,does a kingfish fly,No
1937,can a kingfish fly,No
1938,a kingfish flies,No
1939,does a kingfish have wings,No
1940,a kingfish has wings,No
1941,does a kingfish have a wing,No
1942,a kingfish has a wing,No
1943,does a kingfish have a beak,No
1944,a kingfish has a beak,No
1945,does a kingfish live underwater,Yes
1946,a kingfish lives underwater,Yes
1947,does a kingfish live in the water,Yes
1948,a kingfish lives in the water,Yes
1949,a kingfish can be found underwater,Yes
1950,a kingfish can be found in the water,Yes
1951,a kingfish swims,Yes
1952,can a kingfish swim,Yes
1953,a kingfish is capable of swimming,Yes
1954,a kingfish has fins,Yes
1955,does a kingfish have fins,Yes
1956,a kingfish has a fin,Yes
1957,does a kingfish have a fin,Yes
1958,does a hogfish fly,No
1959,can a hogfish fly,No
1960,a hogfish flies,No
1961,does a hogfish have wings,No
1962,a hogfish has wings,No
1963,does a hogfish have a wing,No
1964,a hogfish has a wing,No
1965,does a hogfish have a beak,No
1966,a hogfish has a beak,No
1967,does a hogfish live underwater,Yes
1968,a hogfish lives underwater,Yes
1969,does a hogfish live in the water,Yes
1970,a hogfish lives in the water,Yes
1971,a hogfish can be found underwater,Yes
1972,a hogfish can be found in the water,Yes
1973,a hogfish swims,Yes
1974,can a hogfish swim,Yes
1975,a hogfish is capable of swimming,Yes
1976,a hogfish has fins,Yes
1977,does a hogfish have fins,Yes
1978,a hogfish has a fin,Yes
1979,does a hogfish have a fin,Yes
1980,does a jawfish fly,No
1981,can a jawfish fly,No
1982,a jawfish flies,No
1983,does a jawfish have wings,No
1984,a jawfish has wings,No
1985,does a jawfish have a wing,No
1986,a jawfish has a wing,No
1987,does a jawfish have a beak,No
1988,a jawfish has a beak,No
1989,does a jawfish live underwater,Yes
1990,a jawfish lives underwater,Yes
1991,does a jawfish live in the water,Yes
1992,a jawfish lives in the water,Yes
1993,a jawfish can be found underwater,Yes
1994,a jawfish can be found in the water,Yes
1995,a jawfish swims,Yes
1996,can a jawfish swim,Yes
1997,a jawfish is capable of swimming,Yes
1998,a jawfish has fins,Yes
1999,does a jawfish have fins,Yes
2000,a jawfish has a fin,Yes
2001,does a jawfish have a fin,Yes
2002,does a carpione fly,No
2003,can a carpione fly,No
2004,a carpione flies,No
2005,does a carpione have wings,No
2006,a carpione has wings,No
2007,does a carpione have a wing,No
2008,a carpione has a wing,No
2009,does a carpione have a beak,No
2010,a carpione has a beak,No
2011,does a carpione live underwater,Yes
2012,a carpione lives underwater,Yes
2013,does a carpione live in the water,Yes
2014,a carpione lives in the water,Yes
2015,a carpione can be found underwater,Yes
2016,a carpione can be found in the water,Yes
2017,a carpione swims,Yes
2018,can a carpione swim,Yes
2019,a carpione is capable of swimming,Yes
2020,a carpione has fins,Yes
2021,does a carpione have fins,Yes
2022,a carpione has a fin,Yes
2023,does a carpione have a fin,Yes
2024,does a burbot fly,No
2025,can a burbot fly,No
2026,a burbot flies,No
2027,does a burbot have wings,No
2028,a burbot has wings,No
2029,does a burbot have a wing,No
2030,a burbot has a wing,No
2031,does a burbot have a beak,No
2032,a burbot has a beak,No
2033,does a burbot live underwater,Yes
2034,a burbot lives underwater,Yes
2035,does a burbot live in the water,Yes
2036,a burbot lives in the water,Yes
2037,a burbot can be found underwater,Yes
2038,a burbot can be found in the water,Yes
2039,a burbot swims,Yes
2040,can a burbot swim,Yes
2041,a burbot is capable of swimming,Yes
2042,a burbot has fins,Yes
2043,does a burbot have fins,Yes
2044,a burbot has a fin,Yes
2045,does a burbot have a fin,Yes
2046,does a burrfish fly,No
2047,can a burrfish fly,No
2048,a burrfish flies,No
2049,does a burrfish have wings,No
2050,a burrfish has wings,No
2051,does a burrfish have a wing,No
2052,a burrfish has a wing,No
2053,does a burrfish have a beak,No
2054,a burrfish has a beak,No
2055,does a burrfish live underwater,Yes
2056,a burrfish lives underwater,Yes
2057,does a burrfish live in the water,Yes
2058,a burrfish lives in the water,Yes
2059,a burrfish can be found underwater,Yes
2060,a burrfish can be found in the water,Yes
2061,a burrfish swims,Yes
2062,can a burrfish swim,Yes
2063,a burrfish is capable of swimming,Yes
2064,a burrfish has fins,Yes
2065,does a burrfish have fins,Yes
2066,a burrfish has a fin,Yes
2067,does a burrfish have a fin,Yes
2068,does a bluefin fly,No
2069,can a bluefin fly,No
2070,a bluefin flies,No
2071,does a bluefin have wings,No
2072,a bluefin has wings,No
2073,does a bluefin have a wing,No
2074,a bluefin has a wing,No
2075,does a bluefin have a beak,No
2076,a bluefin has a beak,No
2077,does a bluefin live underwater,Yes
2078,a bluefin lives underwater,Yes
2079,does a bluefin live in the water,Yes
2080,a bluefin lives in the water,Yes
2081,a bluefin can be found underwater,Yes
2082,a bluefin can be found in the water,Yes
2083,a bluefin swims,Yes
2084,can a bluefin swim,Yes
2085,a bluefin is capable of swimming,Yes
2086,a bluefin has fins,Yes
2087,does a bluefin have fins,Yes
2088,a bluefin has a fin,Yes
2089,does a bluefin have a fin,Yes
2090,does a anchovy fly,No
2091,can a anchovy fly,No
2092,a anchovy flies,No
2093,does a anchovy have wings,No
2094,a anchovy has wings,No
2095,does a anchovy have a wing,No
2096,a anchovy has a wing,No
2097,does a anchovy have a beak,No
2098,a anchovy has a beak,No
2099,does a anchovy live underwater,Yes
2100,a anchovy lives underwater,Yes
2101,does a anchovy live in the water,Yes
2102,a anchovy lives in the water,Yes
2103,a anchovy can be found underwater,Yes
2104,a anchovy can be found in the water,Yes
2105,a anchovy swims,Yes
2106,can a anchovy swim,Yes
2107,a anchovy is capable of swimming,Yes
2108,a anchovy has fins,Yes
2109,does a anchovy have fins,Yes
2110,a anchovy has a fin,Yes
2111,does a anchovy have a fin,Yes
2112,does a albacore fly,No
2113,can a albacore fly,No
2114,a albacore flies,No
2115,does a albacore have wings,No
2116,a albacore has wings,No
2117,does a albacore have a wing,No
2118,a albacore has a wing,No
2119,does a albacore have a beak,No
2120,a albacore has a beak,No
2121,does a albacore live underwater,Yes
2122,a albacore lives underwater,Yes
2123,does a albacore live in the water,Yes
2124,a albacore lives in the water,Yes
2125,a albacore can be found underwater,Yes
2126,a albacore can be found in the water,Yes
2127,a albacore swims,Yes
2128,can a albacore swim,Yes
2129,a albacore is capable of swimming,Yes
2130,a albacore has fins,Yes
2131,does a albacore have fins,Yes
2132,a albacore has a fin,Yes
2133,does a albacore have a fin,Yes
2134,does a flatfish fly,No
2135,can a flatfish fly,No
2136,a flatfish flies,No
2137,does a flatfish have wings,No
2138,a flatfish has wings,No
2139,does a flatfish have a wing,No
2140,a flatfish has a wing,No
2141,does a flatfish have a beak,No
2142,a flatfish has a beak,No
2143,does a flatfish live underwater,Yes
2144,a flatfish lives underwater,Yes
2145,does a flatfish live in the water,Yes
2146,a flatfish lives in the water,Yes
2147,a flatfish can be found underwater,Yes
2148,a flatfish can be found in the water,Yes
2149,a flatfish swims,Yes
2150,can a flatfish swim,Yes
2151,a flatfish is capable of swimming,Yes
2152,a flatfish has fins,Yes
2153,does a flatfish have fins,Yes
2154,a flatfish has a fin,Yes
2155,does a flatfish have a fin,Yes
